RegionSegment,RegionSegmentEndUse,Region,Segment,End Use,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeCool Room,SCL,Multifamily - High Rise Low Income,Cool Room,"Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)","Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)"
SCLSingle Family Low Income,SCLSingle Family Low IncomeCopier,SCL,Single Family Low Income,Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCopier,SCL,Multifamily - Low Rise Low Income,Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCopier,SCL,Multifamily - Mid Rise Low Income,Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeCopier,SCL,Multifamily - High Rise Low Income,Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier,Standard Office Copier
SCLSingle Family Low Income,SCLSingle Family Low IncomeDryer,SCL,Single Family Low Income,Dryer,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCL,Multifamily - Low Rise Low Income,Dryer,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeDryer,SCL,Multifamily - Mid Rise Low Income,Dryer,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeDryer,SCL,Multifamily - High Rise Low Income,Dryer,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73,Federal Standard 2015 Dryer - CEF 3.73
SCLSingle Family Low Income,SCLSingle Family Low IncomeDVD Player,SCL,Single Family Low Income,DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDVD Player,SCL,Multifamily - Low Rise Low Income,DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeDVD Player,SCL,Multifamily - Mid Rise Low Income,DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeDVD Player,SCL,Multifamily - High Rise Low Income,DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player,Standard DVD Player
SCLSingle Family Low Income,SCLSingle Family Low IncomeFreezer,SCL,Single Family Low Income,Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeFreezer,SCL,Multifamily - Low Rise Low Income,Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeFreezer,SCL,Multifamily - Mid Rise Low Income,Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeFreezer,SCL,Multifamily - High Rise Low Income,Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer,Federal Standard 2014 Freezer
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Central,SCL,Single Family Low Income,Heat Central,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeHeat Central,SCL,Multifamily - Low Rise Low Income,Heat Central,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeHeat Central,SCL,Multifamily - Mid Rise Low Income,Heat Central,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeHeat Central,SCL,Multifamily - High Rise Low Income,Heat Central,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1,Standard Electric Furnace HSPF = 1
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCL,Single Family Low Income,Heat Pump,Federal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System)
